Key,Source,Context,English
FuriousRamsayAttButcherRank04Desc,progression,Attribute,"Butcher Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl4:0)}%[-])"
FuriousRamsayAttButcherRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Get [ff595f]20[-] more Health\n • Can train in [75d181]Assault Rifles[-]"
FuriousRamsayAttButcherRank05Desc,progression,Attribute,"Butcher Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl5:0)}%[-])"
FuriousRamsayAttButcherRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Get [ff595f]25[-] more Health"
FuriousRamsayAttButcherRank06Desc,progression,Attribute,"Butcher Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl6:0)}%[-])"
FuriousRamsayAttButcherRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Get [ff595f]35[-] more Health"
FuriousRamsayAttButcherRank07Desc,progression,Attribute,"Butcher Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl7:0)}%[-])"
FuriousRamsayAttButcherRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Get [ff595f]45[-] more Health"
FuriousRamsayAttButcherRank08Desc,progression,Attribute,"Butcher Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl8:0)}%[-])"
FuriousRamsayAttButcherRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Get [ff595f]55[-] more Health"
FuriousRamsayAttButcherRank09Desc,progression,Attribute,"Butcher Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl9:0)}%[-])"
FuriousRamsayAttButcherRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Get [ff595f]70[-] more Health"
FuriousRamsayAttButcherRank10Desc,progression,Attribute,"Butcher Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeButcherExpPercLvl10:0)}%[-])"
FuriousRamsayAttButcherRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Get [ff595f]85[-] more Health"

FuriousRamsayAttSoldierRank01Desc,progression,Attribute,"Soldier Level [46aba1]Level 1[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl1:0)}%[-])"
FuriousRamsayAttSoldierRank01LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 1[/U][-], you:\n • Attack [ff595f]2.5%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank02Desc,progression,Attribute,"Soldier Level [46aba1]Level 2[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl2:0)}%[-])"
FuriousRamsayAttSoldierRank02LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 2[/U][-], you:\n • Attack [ff595f]5%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank03Desc,progression,Attribute,"Soldier Level [46aba1]Level 3[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl3:0)}%[-])"
FuriousRamsayAttSoldierRank03LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 3[/U][-], you:\n • Attack [ff595f]7.5%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank04Desc,progression,Attribute,"Soldier Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl4:0)}%[-])"
FuriousRamsayAttSoldierRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Attack [ff595f]10%[-] faster with Knuckles\n • Can train in [75d181]Marksman Rifles[-]"
FuriousRamsayAttSoldierRank05Desc,progression,Attribute,"Soldier Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl5:0)}%[-])"
FuriousRamsayAttSoldierRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Attack [ff595f]12.5%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank06Desc,progression,Attribute,"Soldier Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl6:0)}%[-])"
FuriousRamsayAttSoldierRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Attack [ff595f]15%[-] faster with Knuckles\n • Can train in [75d181]Machine Guns[-]"
FuriousRamsayAttSoldierRank07Desc,progression,Attribute,"Soldier Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl7:0)}%[-])"
FuriousRamsayAttSoldierRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Attack [ff595f]17.55%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank08Desc,progression,Attribute,"Soldier Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl8:0)}%[-])"
FuriousRamsayAttSoldierRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Attack [ff595f]20%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank09Desc,progression,Attribute,"Soldier Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl9:0)}%[-])"
FuriousRamsayAttSoldierRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Attack [ff595f]25%[-] faster with Knuckles"
FuriousRamsayAttSoldierRank10Desc,progression,Attribute,"Soldier Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeSoldierExpPercLvl10:0)}%[-])"
FuriousRamsayAttSoldierRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Attack [ff595f]30%[-] faster with Knuckles"

FuriousRamsayAttTechnogeekRank01Desc,progression,Attribute,"Technogeek Level [46aba1]Level 1[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl1:0)}%[-])"
FuriousRamsayAttTechnogeekRank01LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 1[/U][-], you:\n • Have an active Turret range of [ff595f]8m[-]"
FuriousRamsayAttTechnogeekRank02Desc,progression,Attribute,"Technogeek Level [46aba1]Level 2[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl2:0)}%[-])"
FuriousRamsayAttTechnogeekRank02LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 2[/U][-], you:\n • Have an active Turret range of [ff595f]9m[-]"
FuriousRamsayAttTechnogeekRank03Desc,progression,Attribute,"Technogeek Level [46aba1]Level 3[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl3:0)}%[-])"
FuriousRamsayAttTechnogeekRank03LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 3[/U][-], you:\n • Have an active Turret range of [ff595f]10m[-]\n • Can train in [75d181]Deployable Turrets[-]"
FuriousRamsayAttTechnogeekRank04Desc,progression,Attribute,"Technogeek Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl4:0)}%[-])"
FuriousRamsayAttTechnogeekRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Have an active Turret range of [ff595f]12m[-]\n • Can train in [75d181]Magnums[-]"
FuriousRamsayAttTechnogeekRank05Desc,progression,Attribute,"Technogeek Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl5:0)}%[-])"
FuriousRamsayAttTechnogeekRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Have an active Turret range of [ff595f]14m[-]\n • Can have [ff595f]2[-] active turrets"
FuriousRamsayAttTechnogeekRank06Desc,progression,Attribute,"Technogeek Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl6:0)}%[-])"
FuriousRamsayAttTechnogeekRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Have an active Turret range of [ff595f]16m[-]"
FuriousRamsayAttTechnogeekRank07Desc,progression,Attribute,"Technogeek Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl7:0)}%[-])"
FuriousRamsayAttTechnogeekRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Have an active Turret range of [ff595f]18m[-]"
FuriousRamsayAttTechnogeekRank08Desc,progression,Attribute,"Technogeek Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl8:0)}%[-])"
FuriousRamsayAttTechnogeekRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Have an active Turret range of [ff595f]20m[-]\n • Can have [ff595f]3[-] active turrets"
FuriousRamsayAttTechnogeekRank09Desc,progression,Attribute,"Technogeek Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl9:0)}%[-])"
FuriousRamsayAttTechnogeekRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Have an active Turret range of [ff595f]22m[-]"
FuriousRamsayAttTechnogeekRank10Desc,progression,Attribute,"Technogeek Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeTechnogeekExpPercLvl10:0)}%[-])"
FuriousRamsayAttTechnogeekRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Have an active Turret range of [ff595f]24m[-]\n • Can have [ff595f]4[-] active turrets"

FuriousRamsayAttMadmanRank01Desc,progression,Attribute,"Madman Level [46aba1]Level 1[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl1:0)}%[-])"
FuriousRamsayAttMadmanRank01LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 1[/U][-], you:\n • Fire [f6f792]2.5%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank02Desc,progression,Attribute,"Madman Level [46aba1]Level 2[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl2:0)}%[-])"
FuriousRamsayAttMadmanRank02LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 2[/U][-], you:\n • Fire [f6f792]5%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank03Desc,progression,Attribute,"Madman Level [46aba1]Level 3[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl3:0)}%[-])"
FuriousRamsayAttMadmanRank03LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 3[/U][-], you:\n • Fire [f6f792]7.5%[-] faster with Submachine Guns\n • Can train in [75d181]Explosives[-]"
FuriousRamsayAttMadmanRank04Desc,progression,Attribute,"Madman Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl4:0)}%[-])"
FuriousRamsayAttMadmanRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Fire [f6f792]10%[-] faster with Submachine Guns\n • Can train in [75d181]Submachine Guns[-]"
FuriousRamsayAttMadmanRank05Desc,progression,Attribute,"Madman Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl5:0)}%[-])"
FuriousRamsayAttMadmanRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Fire [f6f792]12.5%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank06Desc,progression,Attribute,"Madman Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl6:0)}%[-])"
FuriousRamsayAttMadmanRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Fire [f6f792]15%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank07Desc,progression,Attribute,"Madman Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl7:0)}%[-])"
FuriousRamsayAttMadmanRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Fire [f6f792]17.5%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank08Desc,progression,Attribute,"Madman Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl8:0)}%[-])"
FuriousRamsayAttMadmanRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Fire [f6f792]20%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank09Desc,progression,Attribute,"Madman Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl9:0)}%[-])"
FuriousRamsayAttMadmanRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Fire [f6f792]22.5%[-] faster with Submachine Guns"
FuriousRamsayAttMadmanRank10Desc,progression,Attribute,"Madman Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeMadmanExpPercLvl10:0)}%[-])"
FuriousRamsayAttMadmanRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Fire [f6f792]25%[-] faster with Submachine Guns"

FuriousRamsayAttBuilderRank01Desc,progression,Attribute,"Builder Level [46aba1]Level 1[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl1:0)}%[-])"
FuriousRamsayAttBuilderRank01LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 1[/U][-], you:\n • Penetrate [ff595f]2.5%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank02Desc,progression,Attribute,"Builder Level [46aba1]Level 2[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl2:0)}%[-])"
FuriousRamsayAttBuilderRank02LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 2[/U][-], you:\n • Penetrate [ff595f]5%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank03Desc,progression,Attribute,"Builder Level [46aba1]Level 3[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl3:0)}%[-])"
FuriousRamsayAttBuilderRank03LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 3[/U][-], you:\n • Penetrate [ff595f]7.5%[-] armor with Hammers and Pistols\n • Can train in [75d181]Pistol[-]"
FuriousRamsayAttBuilderRank04Desc,progression,Attribute,"Builder Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl4:0)}%[-])"
FuriousRamsayAttBuilderRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Penetrate [ff595f]10%[-] armor with Hammers and Pistols\n • Can train in [75d181]Powered Turrets[-]"
FuriousRamsayAttBuilderRank05Desc,progression,Attribute,"Builder Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl5:0)}%[-])"
FuriousRamsayAttBuilderRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Penetrate [ff595f]12.5%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank06Desc,progression,Attribute,"Builder Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl6:0)}%[-])"
FuriousRamsayAttBuilderRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Penetrate [ff595f]15%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank07Desc,progression,Attribute,"Builder Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl7:0)}%[-])"
FuriousRamsayAttBuilderRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Penetrate [ff595f]17.5%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank08Desc,progression,Attribute,"Builder Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl8:0)}%[-])"
FuriousRamsayAttBuilderRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Penetrate [ff595f]20%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank09Desc,progression,Attribute,"Builder Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl9:0)}%[-])"
FuriousRamsayAttBuilderRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Penetrate [ff595f]22.5%[-] armor with Hammers and Pistols"
FuriousRamsayAttBuilderRank10Desc,progression,Attribute,"Builder Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeBuilderExpPercLvl10:0)}%[-])"
FuriousRamsayAttBuilderRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Penetrate [ff595f]25%[-] armor with Hammers and Pistols"

FuriousRamsayAttChefRank01Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 1[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl1:0)}%[-])"
FuriousRamsayAttChefRank01LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 1[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]5%[-]"
FuriousRamsayAttChefRank02Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 2[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl2:0)}%[-])"
FuriousRamsayAttChefRank02LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 2[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]10%[-]"
FuriousRamsayAttChefRank03Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 3[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl3:0)}%[-])"
FuriousRamsayAttChefRank03LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 3[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]15%[-]\n • Can train in [75d181]Robotics[-]"
FuriousRamsayAttChefRank04Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 4[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl4:0)}%[-])"
FuriousRamsayAttChefRank04LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 4[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]20%[-]\n • Can train in [75d181]Desert Vulture[-]"
FuriousRamsayAttChefRank05Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 5[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl5:0)}%[-])"
FuriousRamsayAttChefRank05LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 5[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]25%[-]"
FuriousRamsayAttChefRank06Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 6[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl6:0)}%[-])"
FuriousRamsayAttChefRank06LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 6[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]30%[-]"
FuriousRamsayAttChefRank07Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 7[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl7:0)}%[-])"
FuriousRamsayAttChefRank07LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 7[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]35%[-]"
FuriousRamsayAttChefRank08Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 8[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl8:0)}%[-])"
FuriousRamsayAttChefRank08LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 8[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]40%[-]"
FuriousRamsayAttChefRank09Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 9[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl9:0)}%[-])"
FuriousRamsayAttChefRank09LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 9[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]45%[-]"
FuriousRamsayAttChefRank10Desc,progression,Attribute,"Sous-Chef Level [46aba1]Level 10[-] ([I]Progress[/I]: [75d181]{cvar(varFuriousRamsayAttributeChefExpPercLvl10:0)}%[-])"
FuriousRamsayAttChefRank10LongDesc,progression,Attribute,"At [aceefc][U]LEVEL 10[/U][-], you:\n • Reduce Hunger/Thirst [f6f792]50%[-]"

FuriousRamsaySkillHunterExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillHunterExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillThugExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillThugExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillButcherExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillButcherExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillSoldierExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillSoldierExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillTechnogeekExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillTechnogeekExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillMadmanExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillMadmanExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillBuilderExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillBuilderExpertiseDesc,progression,Skill,Expertise Description
FuriousRamsaySkillChefExpertiseName,progression,Skill,[46aba1]Expertise[-]
FuriousRamsaySkillChefExpertiseDesc,progression,Skill,Expertise Description

FuriousRamsaySkillHunterAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillHunterAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillThugAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillThugAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillButcherAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillButcherAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillSoldierAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillSoldierAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillTechnogeekAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillTechnogeekAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillMadmanAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillMadmanAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillBuilderAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillBuilderAbilitiesDesc,progression,Skill,Abilities Description
FuriousRamsaySkillChefAbilitiesName,progression,Skill,[46aba1]Abilities[-]
FuriousRamsaySkillChefAbilitiesDesc,progression,Skill,Abilities Description

FuriousRamsaySkillHunterAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillHunterAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillThugAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillThugAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillButcherAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillButcherAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillSoldierAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillSoldierAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillTechnogeekAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillTechnogeekAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillMadmanAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillMadmanAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillBuilderAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillBuilderAchievementsDesc,progression,Skill,Achievements Description
FuriousRamsaySkillChefAchievementsName,progression,Skill,[549455]Achievements[-]
FuriousRamsaySkillChefAchievementsDesc,progression,Skill,Achievements Description

perkMiner69rRank1Desc,progression,perk,Miner 69er Level 1
perkMiner69rRank1LongDesc,progression,perk,"At [aceefc][U]LEVEL 1[/U][-]:\n • Increase Tool Entity damage by [ff595f]5%[-]\n • Increase Tool Block damage by [ff595f]2.5%[-]"
perkMiner69rRank2Desc,progression,perk,Miner 69er Level 2
perkMiner69rRank2LongDesc,progression,perk,"At [aceefc][U]LEVEL 2[/U][-]:\n • Increase Tool Entity damage by [ff595f]10%[-]\n • Increase Tool Block damage by [ff595f]5%[-]\n • Craft quality [4287f5]2[-] Tools"
perkMiner69rRank3Desc,progression,perk,Miner 69er Level 3
perkMiner69rRank3LongDesc,progression,perk,"At [aceefc][U]LEVEL 3[/U][-]:\n • Increase Tool Entity damage by [ff595f]15%[-]\n • Increase Tool Block damage by [ff595f]7.5%[-]\n • Can craft [75d181]Iron Tools[-]"
perkMiner69rRank4Desc,progression,perk,Miner 69er Level 4
perkMiner69rRank4LongDesc,progression,perk,"At [aceefc][U]LEVEL 4[/U][-]:\n • Increase Tool Entity damage by [ff595f]20%[-]\n • Increase Tool Block damage by [ff595f]10%[-]\n • Craft quality [4287f5]3[-] Tools"
perkMiner69rRank5Desc,progression,perk,Miner 69er Level 5
perkMiner69rRank5LongDesc,progression,perk,"At [aceefc][U]LEVEL 5[/U][-]:\n • Increase Tool Entity damage by [ff595f]25%[-]\n • Increase Tool Block damage by [ff595f]12.5%[-]"
perkMiner69rRank6Desc,progression,perk,Miner 69er Level 6
perkMiner69rRank6LongDesc,progression,perk,"At [aceefc][U]LEVEL 6[/U][-]:\n • Increase Tool Entity damage by [ff595f]30%[-]\n • Increase Tool Block damage by [ff595f]15%[-]\n • Craft quality [4287f5]4[-] Tools"
perkMiner69rRank7Desc,progression,perk,Miner 69er Level 7
